Protein	X180330_02_sample_39_patient_54_Dengue_2	X180330_07_sample_13_patient_53_Dengue_1	X180330_08_sample_03_patient_44_Dengue_1	X180330_09_sample_43_patient_54_Dengue_1	X180330_10_sample_57_patient_57_Dengue_2	X180421_02_sample_94_patient_57_Dengue_1	X180421_03_sample_113_patient_44_Dengue_2	X180421_05_sample_02_patient_86_Dengue_1	X180421_06_sample_04_patient_88_Dengue_1	X180421_07_sample_05_patient_71_Dengue_1	X180421_10_sample_08_patient_99_Dengue_2	X180423_04_sample_116_patient_53_Dengue_2	X180424_02_sample_10_patient_58_Dengue_2	X180424_03_sample_11_patient_60_Dengue_1	X180424_04_sample_12_patient_84_Dengue_2	X180424_05_sample_14_patient_79_Dengue_2	X180426_04_sample_18_patient_94_Dengue_2	X180426_05_sample_19_patient_91_Dengue_1	X180508_03_sample_21_patient_88_Dengue_2	X180508_07_sample_25_patient_93_Dengue_1	X180508_08_sample_26_patient_85_Dengue_2	X180508_09_sample_27_patient_98_Dengue_2	X180515_03_sample_34_patient_97_Dengue_2	X180515_04_sample_35_patient_81_Dengue_2	X180515_05_sample_36_patient_79_Dengue_1	X180515_06_sample_37_patient_87_Dengue_1	X180515_08_sample_32_patient_82_Dengue_1	X180517_04_sample_44_patient_92_Dengue_1	X180517_09_sample_50_patient_93_Dengue_2	X180520_02_sample_54_patient_96_Dengue_1	X180520_03_sample_55_patient_84_Dengue_1	X180520_09_sample_62_patient_100_Dengue_1	X180704_02_sample_93_patient_56_Dengue_2	X180704_03_sample_96_patient_68_Dengue_2	X180704_04_sample_97_patient_82_Dengue_2	X180704_05_sample_98_patient_80_Dengue_1	X180704_06_sample_99_patient_83_Dengue_2	X180704_07_sample_100_patient_94_Dengue_1	X180704_09_sample_102_patient_87_Dengue_2	X180704_10_sample_104_patient_97_Dengue_1	X180710_03_sample_106_patient_101_Dengue_1	X180710_04_sample_107_patient_100_Dengue_2	X180710_05_sample_108_patient_95_Dengue_1	X180710_06_sample_109_patient_89_Dengue_2	X180710_07_sample_111_patient_69_Dengue_1	X180710_08_sample_112_patient_101_Dengue_2	X180710_09_sample_114_patient_60_Dengue_2	X180710_10_sample_115_patient_83_Dengue_1	X180712_05_sample_121_patient_91_Dengue_2	X180712_06_sample_122_patient_86_Dengue_2	X180712_08_sample_124_patient_68_Dengue_1	X180716_02_sample_84_patient_95_Dengue_2	X180716_07_sample_89_patient_90_Dengue_1	X180716_09_sample_91_patient_90_Dengue_2	X180716_10_sample_92_patient_78_Dengue_1	X180718_02_sample_40_patient_69_Dengue_2	X180718_06_sample_75_patient_92_Dengue_2	X180718_07_sample_76_patient_55_Dengue_1	X180718_08_sample_77_patient_71_Dengue_2	X180718_09_sample_78_patient_99_Dengue_1	X180718_11_sample_81_patient_89_Dengue_1	X180718_12_sample_82_patient_96_Dengue_2	X180718_13_sample_83_patient_58_Dengue_1	X180719_15_sample_65_patient_98_Dengue_1	X180723_03_sample_67_patient_56_Dengue_1	X180723_04_sample_68_patient_55_Dengue_2	X180724_03_sample_70_patient_85_Dengue_1	X180724_05_sample_72_patient_78_Dengue_2	X180330_03_sample_42_patient_26_Zika_2	X180330_04_sample_51_patient_52_Zika_1	X180330_05_sample_52_patient_27_Zika_2	X180330_06_sample_73_patient_31_Zika_2	X180403_02_sample_95_patient_31_Zika_1	X180403_03_sample_117_patient_26_Zika_1	X180403_05_sample_09_patient_52_Zika_2	X180421_04_sample_01_patient_51_Zika_2	X180421_08_sample_06_patient_18_Zika_1	X180421_09_sample_07_patient_30_Zika_1	X180423_02_sample_110_patient_70_Zika_2	X180423_03_sample_103_patient_27_Zika_1	X180423_05_sample_31_patient_70_Zika_1	X180424_06_sample_15_patient_28_Zika_2	X180426_02_sample_16_patient_29_Zika_1	X180426_03_sample_17_patient_28_Zika_1	X180508_02_sample_20_patient_64_Zika_2	X180508_04_sample_22_patient_59_Zika_2	X180508_05_sample_23_patient_75_Zika_2	X180508_06_sample_24_patient_67_Zika_2	X180508_10_sample_28_patient_29_Zika_2	X180511_02_sample_29_patient_76_Zika_1	X180511_03_sample_30_patient_50_Zika_1	X180515_02_sample_33_patient_76_Zika_2	X180515_07_sample_38_patient_75_Zika_1	X180517_03_sample_41_patient_74_Zika_2	X180517_06_sample_46_patient_62_Zika_2	X180517_07_sample_48_patient_73_Zika_1	X180517_10_sample_53_patient_59_Zika_1	X180520_04_sample_56_patient_62_Zika_1	X180520_05_sample_58_patient_61_Zika_2	X180520_06_sample_59_patient_72_Zika_2	X180520_07_sample_60_patient_64_Zika_1	X180520_08_sample_61_patient_50_Zika_2	X180520_10_sample_63_patient_33_Zika_1	X180704_08_sample_101_patient_74_Zika_1	X180710_02_sample_105_patient_25_Zika_1	X180712_02_sample_118_patient_65_Zika_2	X180712_03_sample_119_patient_25_Zika_2	X180712_04_sample_120_patient_66_Zika_1	X180712_07_sample_123_patient_63_Zika_2	X180716_03_sample_85_patient_73_Zika_2	X180716_04_sample_86_patient_67_Zika_1	X180716_05_sample_87_patient_66_Zika_2	X180716_06_sample_88_patient_32_Zika_1	X180716_08_sample_90_patient_61_Zika_1	X180718_03_sample_45_patient_32_Zika_2	X180718_04_sample_49_patient_72_Zika_1	X180718_05_sample_74_patient_30_Zika_2	X180718_10_sample_79_patient_51_Zika_1	X180719_14_sample_64_patient_18_Zika_2	X180723_02_sample_66_patient_63_Zika_1	X180724_02_sample_69_patient_65_Zika_1	X180724_04_sample_71_patient_33_Zika_2	nFragment	nPeptide
G3V0E5;P02786	6327.13	6015.71	6994.73	5346.79	7881.3	10394.1	5673.74	6763.21	7271.51	13847.5	7164.26	9115.12	16996.5	9564.45	5310.13	7064.45	7762.52	8151.14	9135.57	4296.14	17196.4	14733	8396.12	4059.46	6612.57	9166.59	12508.3	4848.61	5549.91	6133.14	12638.4	10087.5	7230.69	9619.95	15060.2	6370.26	6810.58	7285.58	18715.3	4182.7	11897.8	10119.3	0	5500.41	0	9584.79	5063.53	7644.74	0	0	10988.5	11597.3	5160.63	9302.88	0	14845.3	7451.79	11690.1	26454	14084.2	8944.27	5718.29	9874.17	6684.96	6402.81	6736.72	7765.34	7025.05	9995.94	8678.54	10380.1	5406.06	6724.99	10062.8	11294.6	5822.61	7447.8	4993.23	6742.82	9924.7	0	6174.96	6565.95	8075.07	9121.94	6532.1	8732.5	7696.7	8284.08	3205.06	6305.11	8261.91	9742.9	9342.73	6994.27	27227.5	9730.56	5319.96	8221.42	8904.58	17333.6	7719.91	5432.59	6474.28	6140.1	7632.27	9038.21	0	5996.93	5350.95	5429.14	8322.57	18694.5	4574.44	7185.88	5660.9	3938.51	3191.79	6415.06	9819.37	7905.55	4663.53	3	1
G3V2W1;Q9UK55	7777.48	12456.5	10503.8	10588.6	9746.07	8595.73	19610.5	20974.2	10043.3	3707.17	12224.9	18489.6	15446.2	20385.6	3061.06	16357.9	21480.3	23524.9	9209.13	11109.1	4188.01	9019.16	30806.6	11177.2	10073.5	3008.38	17880.5	15430.7	22112.2	16226.9	2261.09	13312.8	26803.1	5837.07	11701.8	15769.9	5604.41	15721.1	0	15074.7	7787.67	12335.2	15431	24420.2	15681.6	3177.64	0	4839.54	4512.5	1819.98	18502.7	18843.5	12713.5	26656.2	0	22537.9	6095.62	18789.9	18979.5	32606.2	11558	15250.6	0	9723.67	10157.4	6801.81	19572.7	5163.92	4864.85	9547.26	4139.87	20294.1	13426.9	17136.6	6112.04	10979.4	20867.4	16577.4	19916.7	2228.5	13634.2	12038.7	3101.45	13474	17637.1	13480.8	10077.4	17835.3	16171.4	12853.2	22628.9	15895.9	12336.7	18200.3	10916	21155.1	8178.22	15462.5	11741.3	27772.4	9981.54	11635.4	10667.1	17229.3	10256.3	10081.5	3102.72	5900.34	10175.1	2522.16	14909.9	5023.13	3409.51	6751.58	17793.2	19860.7	14960.1	8360.84	27082.6	21805.3	16589.9	13972.3	9	3
G3XAK1;P26927	14141.6	23747	23067.8	22184	21746.7	13139.6	22593.2	17559.5	14609.1	17536.7	11591.5	24696.8	23601.3	10924.8	14962.4	12703.9	18437.3	17133.1	14017.2	20760.7	12864.4	25854.1	19699.7	18074.9	15269.1	21672.1	20581.2	18957.5	19414.6	28143	8388.05	27306.5	13740	28361.3	13590.2	13974.5	23412	15717.3	31225.7	19829.8	15691.4	16860.6	14010.6	16862.1	16036.1	20030.5	25259.1	16934	19370.9	2458.68	5012.37	21585.8	23659.4	5864.71	14016.9	16581.7	15396.7	11741.9	14966.4	14703.5	19387.3	26998.9	0	17822	24187	19674.3	17334.7	25069.8	5395.06	27358.2	17205.9	9193.61	18221.8	18362.4	6745.92	21273.4	31316.9	27196.6	13783.8	15078.6	15601.3	34354.5	36118.1	29701.2	24633.5	21371.9	19725.9	22938.6	23802.4	23203.3	9717.74	16428.6	27687	14110	26523.1	14920	22371.4	11875.2	16300.8	16220.1	17863.4	13961.1	19518.4	5537.69	2029.69	20502.9	2001.06	12585.6	16424	25160.8	15893.3	12567.1	3509.9	13758.5	25324.1	17876	23343.3	17694	20450.2	11517.4	19405.8	23026.7	18	6
G3XAP6;P49747	1544.31	1688.04	1115.23	2376.27	3732.41	1610.79	416.699	2033.47	1803.25	0	1021.82	0	1796.38	374.88	0	0	1603.02	0	1044.37	0	0	0	1841.42	2241.98	1602.58	3800.5	822.38	0	3205.13	1012.6	0	2081.4	0	2291.74	1743.54	0	2010.28	1776.6	3504.55	0	1351.65	1447.84	0	0	635.102	1570.33	1429.13	1377.35	0	994.528	4400.69	1135.06	0	1532.05	3846.92	1442.41	1356.67	0	0	2358.67	1714.18	711.766	4540.88	578.819	0	0	163.976	1017.52	1701.49	405.23	2232.07	1740.96	1025.65	2517.74	2068.85	1041.27	2075.48	2840.15	1827.94	3527.63	0	1678.76	2000.59	3989.25	2850.02	1785.07	1418.33	1960.69	1479.12	0	0	1734.75	2464.74	0	2133.03	0	1655.53	1685.98	1474.41	1577.45	0	2220.98	0	569.437	0	1901.67	2177.56	0	0	0	0	2244.57	2500.31	0	1832.31	2558.85	1651.76	0	1838.76	1844.21	0	1883.33	3	1
H0Y2P0;H0Y5E4;H0YCV9;H0YDW7;H0YDX6;P16070;P16070-10;P16070-11;P16070-12;P16070-13;P16070-14;P16070-15;P16070-16;P16070-17;P16070-18;P16070-3;P16070-4;P16070-5;P16070-6;P16070-7;P16070-8;P16070-9	4571.48	0	3394.17	3411.58	6466.93	10199.6	2142.51	3748.81	4119.39	9853.59	4798.54	2645.41	0	6489.55	6274.2	2585.56	0	0	1939.73	4256.83	5003.33	4029.82	5152.53	2922.02	4575.79	3038.21	4507.76	3075.89	3978.96	4135.44	6699.55	4531.17	1857.81	3627.54	5261.89	4360.44	0	2333.16	0	3565.53	4678.63	0	1536.31	0	3703.75	0	3944.32	0	0	3302.87	6918.21	3729.27	3724.27	8665.74	1763.87	6305.43	5017.03	4232.33	3782.01	3606.07	5083.42	5986.6	2647.25	4321.46	2478.89	3611.48	5263.45	8522.03	2564.7	3915.51	3557.57	4352.81	2933.47	3663.94	4429.25	3607.83	3041.77	5042.3	2665.86	4136.41	3702.3	0	2406.9	2442.95	4278.53	3352.1	0	6639.1	1757.77	950.094	3468.27	4275.41	5524.13	5112.98	3250.73	2223.33	4421.82	3400.69	5162.55	4000.66	4853.02	3643.82	2844.41	5473.02	5259.92	2603.51	0	5398.64	0	2528.41	3394.86	4936.1	3503.26	3078.32	2704.87	3769.73	3879.79	3362.71	3553.06	4769.22	4293.47	0	3	1
H0Y512;Q9HDC9	2292.25	522.443	3621.2	0	1806.71	2126.41	1176.89	352.536	3225.7	2473.65	0	880.432	3148.73	2236.11	0	1840.93	4423.17	1382.71	1651.89	4380.02	0	0	2264.02	3145.76	3349.35	1245.61	3682.62	2056.59	1798.65	2953.58	0	1558.08	0	0	2057.48	0	0	3131.41	0	2116.37	0	0	0	0	0	0	0	0	0	0	0	1409.62	5767.02	1141.64	2011.41	1748.62	2062.26	1445.93	1810.35	5573.2	1731.26	623.355	0	2807.57	1233.93	5044.08	721.062	0	1781.12	846.097	2642.33	3790.64	0	3468.53	2622.32	2053.73	3230.7	4338.61	1250.36	2586.84	2008.22	3614.58	3016.61	1131.91	0	2777.43	0	2429.16	3182.88	2679.68	1530.97	1375.29	3501.31	1530.9	4195.44	2026.79	2136.78	3282.04	2978.31	2332.48	2321.09	5288.77	1905.68	0	0	0	0	0	2880.15	3982.48	0	3871.32	587.629	2034.54	4506.7	2141.89	3108.68	4597.82	2835.04	2638.88	2860.93	2157.17	3	1
H0YAC1;P03952	174797	452074	336867	175615	239137	163597	306465	314308	304314	225660	371006	269232	321695	171448	506196	200108	314436	292686	166624	257513	290501	322539	165038	355125	320128	460436	221208	340788	257630	375852	320989	247061	337994	304311	246887	250743	277067	264701	344652	0	208604	328259	398557	302596	228909	334496	293880	192395	326378	270288	8656.03	305235	321704	493375	181722	227981	290619	313457	206608	210074	219916	316889	129733	315589	245640	189158	464325	425638	297309	233775	430539	335348	337477	349204	342765	273010	357909	318845	245671	407309	232111	368967	368967	409737	182353	424162	421535	241136	386691	178027	484230	441058	332880	194885	291716	289626	205577	251534	209870	250320	211117	388396	305750	272623	253264	248147	331962	233326	280613	307455	248848	276666	202708	204402	304265	267848	398113	265708	384824	203395	259848	279080	30	10
I3L145;P04278	12653.6	22308.8	32810.6	10153.9	55300.6	26908.2	40997.9	48268.2	65653.8	14213.2	18631.3	73413.9	28507.4	37395.4	14762.4	24402.4	15653.9	22156.8	34166.3	13532.2	13101.9	21893.7	33083.5	1786.07	8440.76	7030.29	43518.6	13294.1	8638.84	23709.2	16360.8	28415.8	113770	22931.2	14269.1	26418.8	42859.9	20791.3	27945.8	10052.5	3839.83	39241.4	22958.2	21303.5	39755.5	15554.3	15400.1	7667.35	11297.1	16904.7	31255.9	29646.2	1786.41	43079.7	14745.6	58566	6933.97	54940.3	54462.8	20544.9	3444.98	15795.1	12294.6	23808.3	14376.4	54816.1	51869	10780.2	21148.8	14825.3	0	6369.66	5092.66	5077.32	5285.88	10663.1	8151.31	17129.2	9726.21	7257.55	16284.2	5609.93	7941.27	30214.9	43537.8	13174.2	23046.3	31935.4	21489	3915.06	61028.2	27785.1	55578.9	52605	5082.54	18510	46431.7	7719.25	42673.4	56240.4	42449.9	4905.3	3112.15	21517.2	8702.64	52870.8	7653.59	19171.6	10853.1	3584.77	5220.89	37819	25576.6	18725.2	1965.78	5262.71	17378.6	23497.1	13399.4	14644.7	17849.3	23329.8	15	5
J3KPA1;P54108;P54108-2;P54108-3	1863.22	1510.97	875.948	1472.51	2211.11	2312.4	1764.94	0	2188.52	855.663	3606.96	2999.42	1563.89	1784.17	1715.83	2962.8	3622.07	440.288	1544.55	2320.61	2359.13	504.969	2655.8	2358.13	2129.61	0	3499.6	1559.16	2648.6	2189.32	891.558	1650.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1716.4	0	0	0	0	2073.28	2073.28	2073.28	0	0	0	2073.28	0	0	0	2073.28	0	0	1716.4	2073.28	2073.28	0	3075.43	3104.02	0	2790.53	0	1637.45	2354.62	2108.67	2467.57	2088.23	2130.73	1651.04	2149.01	2002.3	1750.51	0	2228.01	1903.6	2062.6	3600.84	1593.86	2398.56	0	1225.96	3374.15	673.805	1114.21	2087.29	1970	0	2410.08	1762.28	1347.59	2893.04	1925.89	0	0	0	0	0	0	0	0	0	0	0	1194.83	2073.28	1716.4	2073.28	2073.28	0	2431.14	0	3	1
K7ERG9;P00746	10343.3	19489.3	14344.6	26203.9	77558.7	43181	4495.38	19250.9	9210.11	41218	19720.2	22259.6	33592.8	7241.15	7541.99	7604.36	32756.7	11080.1	15146.5	73140.7	856.068	4589.08	14193.6	27330.1	21696.2	2320.29	17137.7	18704.8	19521	14822.2	16389.7	12908.3	10932.3	9316.41	33882.8	10306.8	0	9914.94	10391	7488.52	34943.1	4956.64	11374.2	14436.7	8346.87	7134.01	28439.2	9193.61	0	2149.54	9689.6	5234.07	9799.18	13480.4	6468.27	13017.2	18201.2	5392.03	16626.2	10613.1	16652.2	33009.8	32052.5	18949.2	30656.9	19916.2	29764.1	15499.4	16892.3	19169.5	23874.3	19233.4	9643.57	19335.7	10297.8	16955.9	19857.1	25132.1	22195.5	14440	5406.84	29202.5	19383.3	18135.9	5952.59	14596.3	12591.8	26854.8	23302.5	13584	6937.43	22254	14719.2	17336.6	28303.2	31786.5	13480.1	18524.1	10614.5	20725.5	11426.8	32226.7	35479.8	28203.6	26581.7	20880.5	5841.95	42073	16852.1	14519.4	12145.3	43951.3	19199.5	8728.13	18670.9	15675.4	29349.6	19528.5	9714.56	11852.5	4710.53	6162.03	12	3
O00187	6338.42	0	6058.63	4854.79	7596.3	6337.16	6823.75	6044.63	0	10773	6552.62	6426.53	12644	5468.38	8110.48	0	728.354	4682.73	5093.57	11516.6	5340.39	9363.55	2719.79	6747.08	7193.87	10449.3	10839	4462.88	5010.43	8065.06	5074.08	7306.51	3765.32	5713.62	0	0	7215.17	545.192	5285.49	5241.88	0	7996.63	3910.28	0	0	8577.6	0	0	0	4968.94	0	9794.5	7854.67	4881.94	7317.75	7070.07	5811.05	7810.05	5021.82	9433.75	0	7540.14	0	0	5132.48	0	6611.64	9024.02	0	0	3874.06	7756.31	5324.85	0	8901.88	0	3762.95	5512.41	5029.06	0	5688.19	0	8029.81	8022.07	7194.62	6347.82	5182.36	0	7947.02	5137.27	8530.92	2618.93	5174.73	5744.5	2851.49	9355.67	6645.98	4400.04	5605.8	6412.87	7655.49	4321.67	6391.52	5099.41	0	0	7365.84	6619.57	0	4679.23	8791.77	3651.63	0	5559.23	5149.37	4391.91	5654.63	5158.85	0	8866.02	10520.7	0	3	1
O00391	7601.84	7775.05	8873.69	8043.18	9888.82	1837.58	2732.99	5308.29	3206.67	8406	1465.16	1119.49	4664.77	3654.24	1375.64	4194.79	4304.13	3325.67	9863.14	21922.3	7798.63	8621.35	9566.98	8355.54	12827.6	7923.59	7749.41	7559.23	10478.3	7861.01	7743.5	10905.5	11330.9	0	1577.79	1878.26	5395.11	8231.48	1656.52	8405	11112.6	0	10902.5	3142.79	2621.28	0	7121.16	0	4792.01	4037.22	2281.06	5476.33	7252.16	7748.8	6953.54	8655.53	3964.12	891.415	10377.5	4823.22	5750.45	551.468	7380.51	5307.91	9992.28	13129.2	10161.5	13172.9	6521.71	7082.42	6815.75	10505.1	5608.86	5293.66	8535.91	1463.57	4159.09	4264.25	3853.81	1793.07	3175.28	3895.86	1626.96	0	9950.32	9471.4	8045.63	10977.9	9244	1351.15	0	6950.26	11185.9	11246.9	11699.4	9079.39	9199.52	9114.05	10995.6	4609.15	11588.1	7708.85	9438.94	7572.2	7241.68	4371.05	0	6673.08	3518.81	4616.53	3703.55	9329.9	12005.6	3708.05	11223.8	7361.36	6748.19	6652.57	7885.4	6317.77	0	4874.06	9	3
O14791;O14791-2	247634	398341	326677	229704	308702	229368	560485	562011	278427	219854	250862	458168	321704	448648	176915	309407	200956	427191	376367	316003	263170	149448	351400	200584	252737	21448.5	254011	379065	295641	253125	58626.9	313097	533315	321805	176688	508534	200018	148821	94271.6	372891	269204	308601	484906	514441	270638	168912	171992	281335	222528	122900	48834.3	261122	395505	361045	111566	507765	298303	459434	412831	230124	414859	265162	115838	254305	220237	182543	826574	227265	334165	468911	292904	328135	591496	308067	291530	327840	209206	330485	411971	255611	386608	290463	199936	238775	474628	196329	442390	355363	207924	268302	381055	518899	470871	438866	216828	402948	229052	236869	534102	472551	204758	382041	240336	429881	261218	225942	281924	523818	265473	374930	370914	171578	121064	402748	258429	279645	263363	183845	285148	417706	337597	266269	39	10
O15439;O15439-2;O15439-3;O15439-4	6783.11	8202.9	6835.18	8568.62	5127.44	6832.22	4233.87	4371.91	3510.27	4952.73	9561.13	13823.8	5930	0	0	5120.37	12003.6	2232.76	4800.85	7042.44	893.722	9313.57	7215.63	11237.1	5544.21	4279.35	3808.69	6636.69	3344.46	3292.2	7217.47	3409.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7065.79	5769.05	9305.65	5189.39	0	5861	3237.5	5679.02	8119.97	4712.1	0	4613.9	0	6952.26	4096.44	7219.87	3540.23	0	5254.32	4576.37	5542.31	4326.22	0	4436.69	6157.87	6129.11	0	4475.19	7211.99	3548.57	4787.3	14101.6	9707.5	3827.73	7268.61	3817.29	1834.05	3698.11	5230.04	0	4291.77	3549.96	4453.81	6674.25	8607.89	9830.85	4935.55	6265.4	4942.67	3295.04	8464.77	5872.4	7751.87	0	0	0	0	0	0	1499.09	5366.86	0	4865.9	2200.6	8834.37	915.892	6633.93	0	5352.63	4693.74	0	6466.8	3	1
O43866	643446	328168	760927	496710	485675	517362	567245	614079	191764	452034	835491	521035	293443	263435	1.1548e+06	570337	319603	334693	361247	253010	562905	616686	792842	445801	339666	727238	200209	636972	167716	375970	501143	546182	454411	532491	177931	466691	483497	228164	190783	473988	280348	282545	1.18942e+06	492092	482248	452804	264083	151151	621605	322481	772815	689583	517639	437349	194947	1.17009e+06	466022	279990	510013	359144	386706	449317	429663	499765	260145	490640	708893	175815	768846	438501	280494	278305	610833	365630	414955	266429	627793	647899	336605	338329	623265	534124	510736	430994	520223	514835	347328	976615	578105	388853	372304	435354	277383	1.02406e+06	947063	505459	680446	342791	334718	374330	811166	329558	673680	582269	739652	319228	491735	281801	129830	737612	335040	244653	345607	478846	1.05538e+06	206925	624128	307587	486489	415282	558583	770456	41	10
O75636	113599	76005.8	90027.9	103190	72108.2	93337.8	111913	96716.4	48471.3	74959.1	57190	95057.2	132969	75674.9	44948.8	59310.5	27356	90971.6	90559.7	170480	24565.5	11928.4	80629.9	120925	53614.1	18308.6	187387	66106.6	63743.2	87227.9	32050.6	75358.2	107896	193367	26336.7	27213	110188	67993.7	25644.8	80821.7	99305.1	70935.4	83053.8	108957	133272	17677.4	9771.7	96506.3	75016.8	29924.8	20556.2	126613	142339	93019	27552.1	116766	89728	155253	157446	73630.8	76399.8	114791	5621.03	823.419	68380.9	4924.08	88932.8	19334	67179.5	49979.3	132879	179971	131402	124318	94533.5	53787	78219.6	108377	84569.8	136828	105084	86495.1	145504	137620	110946	46498	55031	60026.6	135728	76293.2	83609	125061	103505	93943.7	69857	116793	97905.4	130517	98373.1	128388	157277	94915.1	32391.9	124249	106026	14922.7	131348	255364	83282.5	110716	172800	28829	24580.8	78098.5	83297.2	78555	70805.3	113404	81558	136486	145519	69070.4	27	8
O75882-2	60946.1	81741.2	92336	64416.9	68338	89609.9	81899.7	112477	101302	73970.4	56446	96738	66801.9	84518.2	16381.3	84212.7	72059.7	83319.8	103377	82583.1	14132	27711.1	88492.8	91765.1	91098.5	48127.4	56022	77806.6	90510.9	75955.9	35130.4	70486.4	90571.8	81883.9	51315.6	72981.7	63443.2	57048.3	26344.6	50214.1	130731	49134.4	83698.4	69710.9	38857.3	11025.2	72815.5	28453.9	35455.1	31999.5	46584.8	112644	82872.2	133500	28096.8	81269.5	58642.1	75003.1	78649.5	29261	76539.1	60231.9	51115.7	64643.8	73526.4	98133.2	107699	43812.7	75571.3	84089	30531.2	105073	72483.9	35547.2	59553.4	71236.7	99560.4	86653.6	87044	29522.8	68462.9	68824.7	52644	69873.6	93885.8	55070.3	85001.8	62077.3	72856.1	41854.2	60559.8	82786.6	111695	87069.9	105666	88037.5	77634.1	87127.9	101785	99523.2	108719	47793.4	90678.6	90533.2	71993.3	98015.7	56250.6	47572.7	80816.1	70611.3	42271.7	74916.2	48321.4	55639	86365.4	81313.1	73847.7	77587.2	71101.7	88361.6	65238.4	80280.6	32	10
O95445	135370	246859	181192	174886	229149	123520	171368	197533	258283	150312	217626	362954	134263	35886	340260	136882	94777.6	164058	236843	160067	249317	162698	124290	288160	222436	247163	192500	187167	317083	147380	159893	168711	181946	267748	119914	205547	235956	121315	159543	97783.2	222243	204859	177609	231585	125688	204939	205223	135677	149574	185781	5836.91	303904	196520	281034	165977	167959	243551	250253	189411	178529	134565	171941	80071.2	241527	106377	264163	299124	203328	198428	186522	227574	209869	220656	177415	250168	178655	219239	215201	169674	192107	187510	350553	297423	287818	235073	174624	135335	175745	287853	223025	193103	196493	247269	183057	122207	171417	172271	176745	236196	221056	149110	203272	218793	244049	191690	156098	240513	176444	226658	162449	163833	207448	151103	161024	113561	252958	219318	129582	242332	159785	146322	144641	21	6
P00450	2.7084e+06	2.24549e+06	2.34891e+06	2.58862e+06	2.39028e+06	2.54841e+06	3.92354e+06	2.46309e+06	2.94739e+06	2.97753e+06	2.16168e+06	2.91936e+06	2.17678e+06	4.58545e+06	985668	3.61183e+06	2.63296e+06	2.76992e+06	2.45352e+06	2.50023e+06	1.45049e+06	1.44963e+06	3.44376e+06	1.32682e+06	2.01485e+06	1.28375e+06	2.52609e+06	2.56668e+06	2.22262e+06	2.42884e+06	892334	2.49561e+06	3.8522e+06	1.5244e+06	1.9918e+06	2.97951e+06	2.11552e+06	2.7165e+06	1.04301e+06	4.08617e+06	2.17059e+06	2.27769e+06	2.18781e+06	3.10427e+06	2.40518e+06	1.24191e+06	2.22418e+06	2.2623e+06	901991	917117	1.75252e+06	3.68821e+06	2.22671e+06	3.14042e+06	968602	2.70737e+06	2.29616e+06	2.49555e+06	4.18596e+06	3.65136e+06	1.91349e+06	2.51579e+06	1.98299e+06	1.87874e+06	2.11164e+06	2.42932e+06	2.84043e+06	1.80386e+06	1.96578e+06	3.13082e+06	2.1255e+06	2.44587e+06	2.86377e+06	2.21075e+06	1.60725e+06	2.39153e+06	1.74016e+06	1.92522e+06	2.65451e+06	1.94108e+06	1.88667e+06	1.67726e+06	1.86525e+06	2.07693e+06	2.37268e+06	1.95779e+06	3.57676e+06	2.78416e+06	1.7098e+06	2.74372e+06	4.00168e+06	2.65561e+06	3.70535e+06	2.13638e+06	2.06089e+06	4.08909e+06	2.37151e+06	1.91357e+06	3.17189e+06	3.74399e+06	2.95693e+06	1.88225e+06	1.96994e+06	2.05132e+06	1.84369e+06	2.98781e+06	1.80788e+06	2.99855e+06	1.20216e+06	2.27362e+06	2.69368e+06	926605	1.53599e+06	2.1813e+06	2.63555e+06	2.29831e+06	1.76932e+06	1.27962e+06	2.32794e+06	3.53817e+06	2.93463e+06	2.27357e+06	51	10
